id,year,income,years_from_layoff
207.0,6.0,27162.4307680121,0.0
207.0,7.0,29556.601765768493,1.0
207.0,8.0,29710.65679971583,2.0
207.0,9.0,31156.040300200304,3.0
207.0,10.0,29832.92025016431,4.0
207.0,11.0,30500.322175480207,5.0
208.0,1.0,31704.812245406774,-5.0
208.0,2.0,30449.604615626842,-4.0
208.0,3.0,30555.470362701544,-3.0
208.0,4.0,30942.376164360245,-2.0
208.0,5.0,28047.861235974586,-1.0
208.0,6.0,28494.205678412156,0.0
208.0,7.0,30113.136190556816,1.0
208.0,8.0,28541.56461893761,2.0
208.0,9.0,30723.695271703058,3.0
208.0,10.0,32465.560418710673,4.0
208.0,11.0,27460.900266055072,5.0
209.0,1.0,32102.24252313267,-5.0
209.0,2.0,28438.24828714909,-4.0
209.0,3.0,28886.64167033838,-3.0
209.0,4.0,29878.2194288423,-2.0
209.0,5.0,30931.00253321128,-1.0
209.0,6.0,29305.89458212649,0.0
209.0,7.0,30737.080631138637,1.0
209.0,8.0,28272.67723522912,2.0
209.0,9.0,30795.35853126318,3.0
209.0,10.0,33332.023733832626,4.0
209.0,11.0,29379.63086236264,5.0
210.0,1.0,31077.05831664849,-5.0
210.0,2.0,32567.42712403428,-4.0
210.0,3.0,28114.720076921018,-3.0
210.0,4.0,29789.8531251027,-2.0
210.0,5.0,30076.438312578506,-1.0
210.0,6.0,29196.14970856047,0.0
210.0,7.0,31387.612124640113,1.0
210.0,8.0,29866.46167160177,2.0
210.0,9.0,30251.417171967223,3.0
210.0,10.0,29001.959288436785,4.0
210.0,11.0,32580.3033842613,5.0
211.0,1.0,30243.74790526081,-5.0
211.0,2.0,28609.257773334764,-4.0
211.0,3.0,30364.49874643185,-3.0
211.0,4.0,27893.725623861756,-2.0
211.0,5.0,30658.860788477974,-1.0
211.0,6.0,30768.387663336904,0.0
211.0,7.0,30665.34533788822,1.0
211.0,8.0,31728.944144100085,2.0
211.0,9.0,30007.33113944628,3.0
211.0,10.0,28743.473632868107,4.0
211.0,11.0,30376.786976782376,5.0
212.0,1.0,30045.33040970336,-5.0
212.0,2.0,30053.009195577462,-4.0
212.0,3.0,29376.918735481115,-3.0
212.0,4.0,28664.596099678238,-2.0
212.0,5.0,33596.73850035616,-1.0
212.0,6.0,27493.31246449224,0.0
212.0,7.0,32431.37092412244,1.0
212.0,8.0,30338.08706314151,2.0
212.0,9.0,27862.22841231392,3.0
212.0,10.0,29678.151932197867,4.0
212.0,11.0,28584.489871393107,5.0
213.0,1.0,27799.963444443256,-5.0
213.0,2.0,31022.774358386385,-4.0
213.0,3.0,30630.59795229794,-3.0
213.0,4.0,32211.071193573567,-2.0
213.0,5.0,31635.01039625674,-1.0
213.0,6.0,29003.801159881,0.0
213.0,7.0,28513.515563526373,1.0
213.0,8.0,31139.58680046125,2.0
213.0,9.0,33232.57586033689,3.0
213.0,10.0,31773.76128568208,4.0
213.0,11.0,29152.97783702343,5.0
214.0,1.0,32173.234653534193,-5.0
214.0,2.0,29323.8026292077,-4.0
214.0,3.0,29835.5989313729,-3.0
214.0,4.0,28751.30019273814,-2.0
214.0,5.0,29652.821407320058,-1.0
214.0,6.0,31668.548500471323,0.0
214.0,7.0,31290.57883091679,1.0
214.0,8.0,29636.266730849733,2.0
214.0,9.0,29144.874316224672,3.0
214.0,10.0,33127.67616173147,4.0
214.0,11.0,31821.196761781954,5.0
215.0,1.0,30083.663870844088,-5.0
215.0,2.0,25912.56705940788,-4.0
215.0,3.0,26183.442048248828,-3.0
215.0,4.0,28377.475113655633,-2.0
215.0,5.0,30990.329058532454,-1.0
215.0,6.0,30544.186983418458,0.0
215.0,7.0,28255.540695488635,1.0
215.0,8.0,30260.326842389582,2.0
215.0,9.0,30422.990257841877,3.0
215.0,10.0,32055.1346504181,4.0
215.0,11.0,28857.575938267353,5.0
216.0,1.0,31981.939618247867,-5.0
216.0,2.0,28875.303438193605,-4.0
216.0,3.0,32460.96967452337,-3.0
216.0,4.0,32081.463313771666,-2.0
216.0,5.0,27661.470760501627,-1.0
216.0,6.0,27950.75691525887,0.0
216.0,7.0,30784.32229182774,1.0
216.0,8.0,28657.892879451756,2.0
216.0,9.0,29793.75876586481,3.0
216.0,10.0,29383.13774635759,4.0
216.0,11.0,28813.441543146426,5.0
217.0,1.0,29768.151175905477,-5.0
217.0,2.0,30191.437638105002,-4.0
217.0,3.0,31106.082396281632,-3.0
217.0,4.0,30770.983046837402,-2.0
217.0,5.0,27552.012236753348,-1.0
217.0,6.0,29018.172768491142,0.0
217.0,7.0,32902.24827349667,1.0
217.0,8.0,31364.819109960634,2.0
217.0,9.0,29416.39751194968,3.0
217.0,10.0,30752.595026659354,4.0
217.0,11.0,31629.33123148057,5.0
218.0,1.0,31571.423343747363,-5.0
218.0,2.0,30769.816706132773,-4.0
218.0,3.0,30272.614455051524,-3.0
218.0,4.0,30270.325344070017,-2.0
218.0,5.0,30165.117015235577,-1.0
218.0,6.0,30830.911824256746,0.0
218.0,7.0,32167.038811480856,1.0
218.0,8.0,31496.674376030827,2.0
218.0,9.0,26021.655120744683,3.0
218.0,10.0,27650.72800821078,4.0
218.0,11.0,27697.943287691996,5.0
219.0,1.0,25903.669807855265,-5.0
219.0,2.0,29663.856953257873,-4.0
219.0,3.0,30784.251348090427,-3.0
219.0,4.0,26918.601211659177,-2.0
219.0,5.0,29698.289577148716,-1.0
219.0,6.0,31501.524382342104,0.0
219.0,7.0,31514.089529669378,1.0
219.0,8.0,32317.892411585428,2.0
219.0,9.0,30702.69891844933,3.0
219.0,10.0,31887.265125660688,4.0
219.0,11.0,31729.545196966512,5.0
220.0,1.0,28714.769132006917,-5.0
220.0,2.0,33345.15524048891,-4.0
220.0,3.0,30790.922988166287,-3.0
220.0,4.0,28681.886224355483,-2.0
220.0,5.0,28749.08433584971,-1.0
220.0,6.0,29176.63514152993,0.0
220.0,7.0,30690.607195334625,1.0
220.0,8.0,31274.048641675086,2.0
220.0,9.0,28654.0553377956,3.0
220.0,10.0,29885.179523258153,4.0
220.0,11.0,28563.008079828727,5.0
221.0,1.0,32488.911779256738,-5.0
221.0,2.0,27884.22486347337,-4.0
221.0,3.0,30080.329837077625,-3.0
221.0,4.0,26966.202780783333,-2.0
221.0,5.0,30342.22364842975,-1.0
221.0,6.0,29975.04752472862,0.0
221.0,7.0,30018.784289508418,1.0
221.0,8.0,30851.461489388566,2.0
221.0,9.0,26834.778652692803,3.0
221.0,10.0,27274.2399382109,4.0
221.0,11.0,32086.785341009752,5.0
222.0,1.0,29234.512122464825,-5.0
222.0,2.0,29179.583246427814,-4.0
222.0,3.0,28908.24823071416,-3.0
222.0,4.0,27561.888771536902,-2.0
222.0,5.0,30579.09626340285,-1.0
222.0,6.0,31112.031396433336,0.0
222.0,7.0,26512.67871722118,1.0
222.0,8.0,30710.31307145617,2.0
222.0,9.0,30311.260845754627,3.0
222.0,10.0,28564.17184877803,4.0
222.0,11.0,33970.87519995892,5.0
223.0,1.0,30303.57449988444,-5.0
223.0,2.0,30966.555725658163,-4.0
223.0,3.0,29438.25765916801,-3.0
223.0,4.0,30903.031514176233,-2.0
223.0,5.0,28880.385804597037,-1.0
223.0,6.0,27417.11593975036,0.0
223.0,7.0,32324.477634154668,1.0
223.0,8.0,27428.785485140925,2.0
223.0,9.0,29904.094373494932,3.0
223.0,10.0,29723.29274349121,4.0
223.0,11.0,28139.77864536833,5.0
224.0,1.0,29457.5236429796,-5.0
224.0,2.0,29895.640754114327,-4.0
224.0,3.0,29630.026051127425,-3.0
224.0,4.0,28797.49686069158,-2.0
224.0,5.0,31981.848939535746,-1.0
224.0,6.0,33210.5441047667,0.0
224.0,7.0,30296.388152035797,1.0
224.0,8.0,31371.525343273435,2.0
224.0,9.0,31565.82188019081,3.0
224.0,10.0,31516.91245165654,4.0
224.0,11.0,29139.1586205252,5.0
225.0,1.0,30839.632106422094,-5.0
225.0,2.0,32149.643765182023,-4.0
225.0,3.0,29403.119951681307,-3.0
225.0,4.0,28998.99070657596,-2.0
225.0,5.0,31078.631946814494,-1.0
225.0,6.0,29628.834643885508,0.0
225.0,7.0,28957.232072664126,1.0
225.0,8.0,29953.318283657398,2.0
225.0,9.0,30258.66307512298,3.0
225.0,10.0,30080.113917262424,4.0
225.0,11.0,29757.46225798451,5.0
226.0,1.0,27800.8037349636,-5.0
226.0,2.0,29653.75778032344,-4.0
226.0,3.0,29822.177874110625,-3.0
226.0,4.0,29080.424225288563,-2.0
226.0,5.0,28353.642555946142,-1.0
226.0,6.0,30667.64303845534,0.0
226.0,7.0,31212.0463828819,1.0
226.0,8.0,29869.563959831496,2.0
226.0,9.0,30811.70371711218,3.0
226.0,10.0,30138.00657459491,4.0
226.0,11.0,28248.301995315287,5.0
227.0,1.0,27304.02224297271,-5.0
227.0,2.0,30446.70783542451,-4.0
227.0,3.0,27712.56660345612,-3.0
227.0,4.0,31077.61331531257,-2.0
227.0,5.0,28567.26299294297,-1.0
227.0,6.0,28290.39676963041,0.0
227.0,7.0,27815.418415710297,1.0
227.0,8.0,29252.875561045446,2.0
227.0,9.0,28688.53944740113,3.0
227.0,10.0,27528.11355266058,4.0
227.0,11.0,34233.22305726468,5.0
228.0,1.0,30580.61276740905,-5.0
228.0,2.0,30609.46861406023,-4.0
228.0,3.0,28379.39438356693,-3.0
228.0,4.0,28469.5507688773,-2.0
228.0,5.0,30248.380275481562,-1.0
228.0,6.0,30526.802189162503,0.0
228.0,7.0,32850.87365937619,1.0
228.0,8.0,31869.33583535298,2.0
228.0,9.0,31640.027829577553,3.0
228.0,10.0,28915.083673404803,4.0
228.0,11.0,29020.424650306803,5.0
229.0,1.0,30867.84591210686,-5.0
229.0,2.0,33939.67884634622,-4.0
229.0,3.0,28764.17381158167,-3.0
229.0,4.0,32189.916301980258,-2.0
229.0,5.0,30364.64289059716,-1.0
229.0,6.0,29230.62438889072,0.0
229.0,7.0,31606.399773472604,1.0
229.0,8.0,30930.485606913422,2.0
229.0,9.0,30751.15523273821,3.0
229.0,10.0,25736.190819058404,4.0
229.0,11.0,27064.075881567303,5.0
230.0,1.0,31519.045072450936,-5.0
230.0,2.0,30866.33110284877,-4.0
230.0,3.0,31247.024009078144,-3.0
230.0,4.0,29588.366600486985,-2.0
230.0,5.0,29373.806897438175,-1.0
230.0,6.0,31773.104832594818,0.0
230.0,7.0,28957.51471420385,1.0
230.0,8.0,33262.66467472723,2.0
230.0,9.0,32353.114471148125,3.0
230.0,10.0,29706.652920103443,4.0
230.0,11.0,31837.807160284705,5.0
231.0,1.0,29340.107123655172,-5.0
231.0,2.0,30821.784733229415,-4.0
231.0,3.0,30099.720610876502,-3.0
231.0,4.0,31195.537200052582,-2.0
231.0,5.0,32773.78766775912,-1.0
231.0,6.0,29904.82957307499,0.0
231.0,7.0,30297.948605208116,1.0
231.0,8.0,30894.854603038417,2.0
231.0,9.0,29415.123898774586,3.0
231.0,10.0,30930.482248189084,4.0
231.0,11.0,33996.12389082418,5.0
232.0,1.0,29863.28082766179,-5.0
232.0,2.0,29930.53834401778,-4.0
232.0,3.0,27850.820631333856,-3.0
232.0,4.0,33164.01579642707,-2.0
232.0,5.0,29989.93375902793,-1.0
232.0,6.0,31646.25720721849,0.0
232.0,7.0,31150.290546523214,1.0
232.0,8.0,30996.907094155686,2.0
232.0,9.0,30202.974179797737,3.0
232.0,10.0,31710.892725893274,4.0
232.0,11.0,27582.39825576262,5.0
233.0,1.0,29973.32082388022,-5.0
233.0,2.0,29375.943930090532,-4.0
233.0,3.0,29932.374598701455,-3.0
233.0,4.0,31019.40445515215,-2.0
233.0,5.0,29768.471348971365,-1.0
233.0,6.0,30679.022197462134,0.0
233.0,7.0,28010.92397640784,1.0
233.0,8.0,30305.19342364776,2.0
233.0,9.0,31420.82935873397,3.0
233.0,10.0,34134.91215176056,4.0
233.0,11.0,29332.392461300067,5.0
234.0,1.0,28828.860000141944,-5.0
234.0,2.0,29166.868592484196,-4.0
234.0,3.0,31473.445574846173,-3.0
234.0,4.0,26886.14015227296,-2.0
234.0,5.0,29532.50949951837,-1.0
234.0,6.0,30758.012989053037,0.0
234.0,7.0,31276.04805431609,1.0
234.0,8.0,29285.35950169444,2.0
234.0,9.0,30209.98329893075,3.0
234.0,10.0,28503.422013299853,4.0
234.0,11.0,29499.424595077886,5.0
235.0,1.0,28405.498709528234,-5.0
235.0,2.0,28546.943111206343,-4.0
235.0,3.0,30269.884066087972,-3.0
235.0,4.0,26789.59020731073,-2.0
235.0,5.0,29783.635510115815,-1.0
235.0,6.0,30397.50643412704,0.0
235.0,7.0,26862.521801286,1.0
235.0,8.0,31247.491009271365,2.0
235.0,9.0,28533.46361008394,3.0
235.0,10.0,31351.327637296694,4.0
235.0,11.0,31711.859984715553,5.0
236.0,1.0,28814.569259113803,-5.0
236.0,2.0,30467.34739854792,-4.0
236.0,3.0,29450.66724219859,-3.0
236.0,4.0,31436.797476252366,-2.0
236.0,5.0,28680.228297390924,-1.0
236.0,6.0,30563.009116265865,0.0
236.0,7.0,29497.459735639084,1.0
236.0,8.0,30857.51591230763,2.0
236.0,9.0,28012.59524708771,3.0
236.0,10.0,29963.052794599906,4.0
236.0,11.0,31698.970210211395,5.0
237.0,1.0,30858.3365971218,-5.0
237.0,2.0,29014.500661130867,-4.0
237.0,3.0,25104.727480371577,-3.0
237.0,4.0,29697.73488076402,-2.0
237.0,5.0,32869.96557310108,-1.0
237.0,6.0,31509.86645216854,0.0
237.0,7.0,28506.08370251995,1.0
237.0,8.0,26961.857782130468,2.0
237.0,9.0,31762.175237774092,3.0
237.0,10.0,30348.631235761444,4.0
237.0,11.0,28384.628829458074,5.0
238.0,1.0,28275.507078111106,-5.0
238.0,2.0,31463.18972135914,-4.0
238.0,3.0,30629.283419181,-3.0
238.0,4.0,28488.199095179854,-2.0
238.0,5.0,33255.303934981646,-1.0
238.0,6.0,29877.92249547224,0.0
238.0,7.0,27763.402229525982,1.0
238.0,8.0,28994.399523695556,2.0
238.0,9.0,31227.12462214971,3.0
238.0,10.0,28418.370503478083,4.0
238.0,11.0,32844.00751060825,5.0
239.0,1.0,30831.383862000108,-5.0
239.0,2.0,26918.12442780225,-4.0
239.0,3.0,29053.413248368728,-3.0
239.0,4.0,31231.145436119492,-2.0
239.0,5.0,29869.825681088445,-1.0
239.0,6.0,30104.18458273198,0.0
239.0,7.0,32312.847921869612,1.0
239.0,8.0,28177.916483973964,2.0
239.0,9.0,30804.657900565348,3.0
239.0,10.0,29911.187814455425,4.0
239.0,11.0,30132.456056037,5.0
240.0,1.0,32152.927227218275,-5.0
240.0,2.0,27210.542779844265,-4.0
240.0,3.0,30673.6316590749,-3.0
240.0,4.0,32211.05917656524,-2.0
240.0,5.0,31363.2483052473,-1.0
240.0,6.0,26212.70712396259,0.0
240.0,7.0,29436.654226682145,1.0
240.0,8.0,28913.49412144025,2.0
240.0,9.0,32055.4425629478,3.0
240.0,10.0,30501.18446738571,4.0
240.0,11.0,29097.179609171402,5.0
241.0,1.0,30865.473975378445,-5.0
241.0,2.0,29831.743749044577,-4.0
241.0,3.0,28635.138693519697,-3.0
241.0,4.0,30227.039475215774,-2.0
241.0,5.0,30553.68724842495,-1.0
241.0,6.0,30624.037719258977,0.0
241.0,7.0,33126.7010397653,1.0
241.0,8.0,27376.077915619862,2.0
241.0,9.0,30403.852109988293,3.0
241.0,10.0,31206.679109161523,4.0
241.0,11.0,29471.601956554536,5.0
242.0,1.0,31482.232227826902,-5.0
242.0,2.0,30823.646008924425,-4.0
242.0,3.0,33948.48736923014,-3.0
242.0,4.0,26252.311973059484,-2.0
242.0,5.0,31694.69822258249,-1.0
242.0,6.0,29644.515822387373,0.0
242.0,7.0,31998.20322930441,1.0
242.0,8.0,29628.323747621427,2.0
242.0,9.0,31912.828347301725,3.0
242.0,10.0,30336.841414670504,4.0
242.0,11.0,29942.02420537248,5.0
243.0,1.0,31632.235769466235,-5.0
243.0,2.0,28038.055392393235,-4.0
243.0,3.0,28907.41001321039,-3.0
243.0,4.0,30192.65122963299,-2.0
243.0,5.0,28299.14023858066,-1.0
243.0,6.0,33829.79049483296,0.0
243.0,7.0,30619.717802612733,1.0
243.0,8.0,29530.94682058664,2.0
243.0,9.0,31124.00448749796,3.0
243.0,10.0,27656.450510218576,4.0
243.0,11.0,31545.189571942723,5.0
244.0,1.0,25802.58201242203,-5.0
244.0,2.0,30783.21133822525,-4.0
244.0,3.0,27254.442941584042,-3.0
244.0,4.0,30566.161619707866,-2.0
244.0,5.0,28181.939936580948,-1.0
244.0,6.0,32959.12661515154,0.0
244.0,7.0,28245.94779852889,1.0
244.0,8.0,30298.879762454333,2.0
244.0,9.0,28821.737242942665,3.0
244.0,10.0,25919.711317499256,4.0
244.0,11.0,30362.59595809166,5.0
245.0,1.0,26335.455891891044,-5.0
245.0,2.0,28766.376715050475,-4.0
245.0,3.0,30612.91896652987,-3.0
245.0,4.0,30273.16863551137,-2.0
245.0,5.0,31634.40636595514,-1.0
245.0,6.0,31767.37917153975,0.0
245.0,7.0,32256.071527618562,1.0
245.0,8.0,29394.40123649894,2.0
245.0,9.0,28600.57272356898,3.0
245.0,10.0,29105.663564945397,4.0
245.0,11.0,26753.22656987655,5.0
246.0,1.0,29392.873419110387,-5.0
246.0,2.0,31090.131480825283,-4.0
246.0,3.0,27589.719140396122,-3.0
246.0,4.0,35145.70305011706,-2.0
246.0,5.0,30696.481768798865,-1.0
246.0,6.0,30612.884641193297,0.0
246.0,7.0,29030.543753815473,1.0
246.0,8.0,30257.859635668152,2.0
246.0,9.0,27915.561110994448,3.0
246.0,10.0,27660.527771856956,4.0
246.0,11.0,30550.98158805842,5.0
247.0,1.0,28612.131993388695,-5.0
247.0,2.0,31090.195037846075,-4.0
247.0,3.0,29624.64603255361,-3.0
247.0,4.0,32320.200544112988,-2.0
247.0,5.0,29969.07939459372,-1.0
247.0,6.0,30643.699977474862,0.0
247.0,7.0,32525.31571288495,1.0
247.0,8.0,29225.31301908261,2.0
247.0,9.0,27259.15084098566,3.0
247.0,10.0,29980.546614845938,4.0
247.0,11.0,29386.98277503818,5.0
248.0,1.0,28690.924369197128,-5.0
248.0,2.0,31677.70573402726,-4.0
248.0,3.0,28569.864182148787,-3.0
248.0,4.0,31964.118280144263,-2.0
248.0,5.0,27792.726003961696,-1.0
248.0,6.0,29550.452573339946,0.0
248.0,7.0,30118.416900484255,1.0
248.0,8.0,31969.081860445804,2.0
248.0,9.0,29808.600711148112,3.0
248.0,10.0,30679.053746098605,4.0
248.0,11.0,28354.80594198354,5.0
249.0,1.0,30993.502162862278,-5.0
249.0,2.0,29984.047263233846,-4.0
249.0,3.0,33142.90158289165,-3.0
249.0,4.0,30082.665972852734,-2.0
249.0,5.0,31536.38336412574,-1.0
249.0,6.0,31540.416578606535,0.0
249.0,7.0,31045.122572200733,1.0
249.0,8.0,30828.91416990179,2.0
249.0,9.0,30379.706168638804,3.0
249.0,10.0,30729.71628064091,4.0
249.0,11.0,27193.25290785874,5.0
250.0,1.0,30740.389640963338,-5.0
250.0,2.0,29550.656173148793,-4.0
250.0,3.0,31414.875291921144,-3.0
250.0,4.0,29003.23201948329,-2.0
250.0,5.0,30738.14662662859,-1.0
250.0,6.0,29300.042719834,0.0
250.0,7.0,33241.26828598817,1.0
250.0,8.0,30706.79976125571,2.0
250.0,9.0,30229.875460847084,3.0
250.0,10.0,30442.138187297325,4.0
250.0,11.0,30361.330830510527,5.0
251.0,1.0,30709.33974685073,-5.0
251.0,2.0,31560.757883491875,-4.0
251.0,3.0,30945.99164779524,-3.0
251.0,4.0,31228.48004182276,-2.0
251.0,5.0,31974.432568860375,-1.0
251.0,6.0,27631.85335414191,0.0
251.0,7.0,29869.75036620054,1.0
251.0,8.0,26350.793923157198,2.0
251.0,9.0,30913.85654723274,3.0
251.0,10.0,31599.247667679676,4.0
251.0,11.0,30332.06549881022,5.0
252.0,1.0,30045.91574164637,-5.0
252.0,2.0,30700.43040489677,-4.0
252.0,3.0,30458.35254106027,-3.0
252.0,4.0,31754.561410970036,-2.0
252.0,5.0,29773.598699654336,-1.0
252.0,6.0,30987.370121656364,0.0
252.0,7.0,31062.68663715468,1.0
252.0,8.0,29426.466333837398,2.0
252.0,9.0,29827.195790241545,3.0
252.0,10.0,30286.972168323668,4.0
252.0,11.0,31335.773111271887,5.0
253.0,1.0,29396.90645007852,-5.0
253.0,2.0,30788.453620272587,-4.0
253.0,3.0,28956.56262768376,-3.0
253.0,4.0,28299.19284779873,-2.0
253.0,5.0,28880.396113400486,-1.0
253.0,6.0,27705.273106074917,0.0
253.0,7.0,32159.246758445537,1.0
253.0,8.0,27515.522161978304,2.0
253.0,9.0,31740.725082295077,3.0
253.0,10.0,29906.92692563341,4.0
253.0,11.0,31119.602821994282,5.0
254.0,1.0,28847.60929343324,-5.0
254.0,2.0,31351.484516411016,-4.0
254.0,3.0,29920.877517776862,-3.0
254.0,4.0,30300.124326174402,-2.0
254.0,5.0,31392.383900345994,-1.0
254.0,6.0,26893.299281826145,0.0
254.0,7.0,27708.832636330553,1.0
254.0,8.0,30774.020659196427,2.0
254.0,9.0,28766.120245753915,3.0
254.0,10.0,30671.713366687807,4.0
254.0,11.0,30513.887064425213,5.0
255.0,1.0,26254.58117024295,-5.0
255.0,2.0,31039.63356302441,-4.0
255.0,3.0,30127.589141989123,-3.0
255.0,4.0,27956.395603720463,-2.0
255.0,5.0,29235.357216312826,-1.0
255.0,6.0,31221.73292420166,0.0
255.0,7.0,29906.20849248188,1.0
255.0,8.0,28152.424111441775,2.0
255.0,9.0,32645.59797772192,3.0
255.0,10.0,31593.2256264587,4.0
255.0,11.0,29673.939557026228,5.0
256.0,1.0,31520.36649563752,-5.0
256.0,2.0,30020.39948323177,-4.0
256.0,3.0,27908.090509451238,-3.0
256.0,4.0,26814.722410710692,-2.0
256.0,5.0,32707.963252310357,-1.0
256.0,6.0,30368.09196904701,0.0
256.0,7.0,28975.038525662927,1.0
256.0,8.0,30221.02682049847,2.0
256.0,9.0,28831.59580374646,3.0
256.0,10.0,30643.894696978452,4.0
256.0,11.0,29749.050019652812,5.0
257.0,1.0,33947.414110898746,-5.0
257.0,2.0,28675.308850906888,-4.0
257.0,3.0,30209.30397572838,-3.0
257.0,4.0,30212.158360812544,-2.0
257.0,5.0,29531.43179397165,-1.0
257.0,6.0,28486.69833522501,0.0
257.0,7.0,32800.49825602982,1.0
257.0,8.0,30450.63929023676,2.0
257.0,9.0,28425.688698181297,3.0
257.0,10.0,25520.54615937538,4.0
257.0,11.0,29801.67551075906,5.0
258.0,1.0,29962.43426612686,-5.0
258.0,2.0,27768.955434973363,-4.0
258.0,3.0,32531.34943335774,-3.0
258.0,4.0,26327.247474269538,-2.0
258.0,5.0,28707.393876591723,-1.0
258.0,6.0,34667.23092469437,0.0
258.0,7.0,28046.90908500652,1.0
258.0,8.0,26686.170960411295,2.0
258.0,9.0,27850.492364868798,3.0
258.0,10.0,30074.51044131638,4.0
258.0,11.0,30244.111199424995,5.0
259.0,1.0,30821.677992207286,-5.0
259.0,2.0,28685.823473511846,-4.0
259.0,3.0,27820.799112420762,-3.0
259.0,4.0,30144.000774704346,-2.0
259.0,5.0,29408.18678982371,-1.0
259.0,6.0,27534.37635016154,0.0
259.0,7.0,32056.287594369674,1.0
259.0,8.0,32086.864380785355,2.0
259.0,9.0,28877.202359803774,3.0
259.0,10.0,31801.676724637102,4.0
259.0,11.0,31154.642605559005,5.0
260.0,1.0,33703.66706963966,-5.0
260.0,2.0,27714.33956192698,-4.0
260.0,3.0,30611.679823382205,-3.0
260.0,4.0,30017.4702570954,-2.0
260.0,5.0,30242.052324048425,-1.0
260.0,6.0,28375.810987508226,0.0
260.0,7.0,31182.82617605567,1.0
260.0,8.0,30401.008364008085,2.0
260.0,9.0,28504.21841281612,3.0
260.0,10.0,27613.599707781377,4.0
260.0,11.0,34821.75082605679,5.0
261.0,1.0,25384.181988604134,-5.0
261.0,2.0,29075.54185948616,-4.0
261.0,3.0,30790.995959065818,-3.0
261.0,4.0,33349.85688470984,-2.0
261.0,5.0,28011.50439060546,-1.0
261.0,6.0,30561.51338723833,0.0
261.0,7.0,30995.504804309585,1.0
261.0,8.0,30601.557418529836,2.0
261.0,9.0,30560.713163766024,3.0
261.0,10.0,32258.05916745105,4.0
261.0,11.0,30278.472531011186,5.0
262.0,1.0,30237.590032243883,-5.0
262.0,2.0,30822.339041265714,-4.0
262.0,3.0,27122.593631583248,-3.0
262.0,4.0,30586.969460199143,-2.0
262.0,5.0,27948.89563394916,-1.0
262.0,6.0,33268.59979835767,0.0
262.0,7.0,29267.226239961423,1.0
262.0,8.0,29987.547415575104,2.0
262.0,9.0,27064.409418079493,3.0
262.0,10.0,31318.024369335286,4.0
262.0,11.0,33888.874986271156,5.0
263.0,1.0,32709.025882580012,-5.0
263.0,2.0,30492.078605423965,-4.0
263.0,3.0,33670.95483363057,-3.0
263.0,4.0,30051.78138254057,-2.0
263.0,5.0,26476.558394715907,-1.0
263.0,6.0,32233.167014755465,0.0
263.0,7.0,27718.82182643598,1.0
263.0,8.0,28926.17870779626,2.0
263.0,9.0,31154.66299958726,3.0
263.0,10.0,27071.01961212511,4.0
263.0,11.0,29746.91243645469,5.0
264.0,1.0,27509.268086025888,-5.0
264.0,2.0,33663.00043955271,-4.0
264.0,3.0,29407.49783642974,-3.0
264.0,4.0,26940.79825077559,-2.0
264.0,5.0,30250.99235276896,-1.0
264.0,6.0,34045.300283548626,0.0
264.0,7.0,33474.185819023834,1.0
264.0,8.0,31222.031972388,2.0
264.0,9.0,32211.74790450011,3.0
264.0,10.0,29243.162630339346,4.0
264.0,11.0,29724.218065989346,5.0
265.0,1.0,27980.678060222133,-5.0
265.0,2.0,31642.784765887023,-4.0
265.0,3.0,28312.127379196965,-3.0
265.0,4.0,29698.84374861613,-2.0
265.0,5.0,30181.12155347875,-1.0
265.0,6.0,31115.140919687372,0.0
265.0,7.0,30913.670071988403,1.0
265.0,8.0,29878.055548799497,2.0
265.0,9.0,26455.644790825347,3.0
265.0,10.0,30749.116684707824,4.0
265.0,11.0,30104.1842032447,5.0
266.0,1.0,28394.471970568142,-5.0
266.0,2.0,28592.556312976205,-4.0
266.0,3.0,30650.60284201526,-3.0
266.0,4.0,33945.783463129985,-2.0
266.0,5.0,34067.32841737581,-1.0
266.0,6.0,32555.870332097114,0.0
266.0,7.0,30576.220340413744,1.0
266.0,8.0,32157.291347664956,2.0
266.0,9.0,30815.816076686624,3.0
266.0,10.0,30827.439476813368,4.0
266.0,11.0,25263.628671280363,5.0
267.0,1.0,29160.266418188556,-5.0
267.0,2.0,28894.793589841527,-4.0
267.0,3.0,29033.848025671636,-3.0
267.0,4.0,27811.049041200473,-2.0
267.0,5.0,30836.215790652946,-1.0
267.0,6.0,28893.741249495528,0.0
267.0,7.0,29833.04924551303,1.0
267.0,8.0,30723.547152390016,2.0
267.0,9.0,31784.827637094968,3.0
267.0,10.0,32686.886097030678,4.0
267.0,11.0,31117.0875479636,5.0
268.0,1.0,27724.312405416484,-5.0
268.0,2.0,28464.181094441574,-4.0
268.0,3.0,27737.772924182376,-3.0
268.0,4.0,29496.505862702295,-2.0
268.0,5.0,28958.109061177976,-1.0
268.0,6.0,31780.656420542222,0.0
268.0,7.0,31538.456889693945,1.0
268.0,8.0,29143.76867378588,2.0
268.0,9.0,31778.813976580506,3.0
268.0,10.0,29083.058796273333,4.0
268.0,11.0,25013.826781454125,5.0
269.0,1.0,28591.36096817057,-5.0
269.0,2.0,27778.633520727384,-4.0
269.0,3.0,31068.9618376439,-3.0
269.0,4.0,31300.80712166484,-2.0
269.0,5.0,30015.01861436218,-1.0
269.0,6.0,29216.04958527096,0.0
269.0,7.0,27897.152788626754,1.0
